idx,p808_mos,mos_sig,mos_bak,mos_ovr
334,3.4412405490875244,3.3902642710121715,3.8479392762602136,3.018191757275812
335,3.3047914107640586,3.570449613624489,4.074039801498334,3.2748732931026105
336,2.395437280337016,3.110567082770183,3.742152665973373,2.728629700833459
337,3.5622259378433228,3.43182457912512,3.304112279768768,2.829396963968014
338,3.54661758740743,3.43860135670814,3.5024404322905505,2.9246010683334163
339,2.6163463592529297,2.9788011044370517,3.642331236372004,2.578330774741361
340,3.0058900912602744,3.4320235557599177,3.8506718630447834,3.0062060832427746
341,2.461725870768229,2.747791842280211,3.6837380871087455,2.4152615346250124
342,3.07561985651652,3.4762368352055764,3.614384559178566,2.982935306868302
343,2.8266083796819053,3.0926476980854094,3.729630157582406,2.713603376028218
344,3.3607575496037803,3.49292193459261,3.719653377711896,3.0478365681875785
345,3.575495640436808,3.352659743889296,3.715418136104692,2.903035614312722
346,2.9456682205200195,3.139907253328039,3.5664514208198104,2.677521583466877
347,3.4995243151982627,3.2848430076476967,3.4352719460469743,2.719077522650062
348,2.898297985394796,2.252294276210899,2.649673571574245,1.671361472522044
349,3.0509121417999268,2.762880836349334,3.295117892617306,2.271741818029053
350,3.2230461835861206,3.4046422703717383,3.651936022750615,2.928566781230455
351,2.515749533971151,2.3063016916354515,3.00032840926944,1.839985037754989
352,2.909627233232771,3.291176687977269,3.563813521862818,2.7769620809126496
353,3.3376705646514893,3.191916906814835,3.5660112952455725,2.7145151736081763
354,2.919206823621477,3.092527899097233,3.756648735315788,2.781664706145897
355,3.6725106239318848,3.548253333010521,4.118153442841133,3.3024060418717944
356,3.268285342625209,3.3405051726760786,3.977237873669608,3.0160787471272763
357,2.567687954221453,3.037237175404724,3.142167903437719,2.3832493294714445
358,3.1387078762054443,2.698957371270923,3.7326615203162494,2.428289611927333
359,2.8929346970149448,3.12569735384614,3.2122423634463333,2.530960301225394
360,3.248328481401716,2.99364094526567,2.584938951457581,2.119927689649983
361,3.0802290439605717,3.1852113872665875,3.8093170640531775,2.7981664940374733
362,3.4897613184792653,3.4410986772863965,3.6887631565987777,2.9825463178417704
363,3.241758550916399,3.5115709661438905,3.49118904810176,2.9314217245794696
364,3.2172202382768904,3.423314420905152,3.9307171364800655,3.0680596698984286
365,3.5618411132267545,3.464912776129218,4.033123817880981,3.176458951680281
366,3.2517217567988803,3.2813862448104905,3.855421028520083,2.958067068428964
367,2.754843711853028,3.368727742731891,3.688171346745425,2.927811876435137
368,2.5519776003701344,3.207127894434832,3.6087828780063513,2.7517687020539223
369,2.1904191630227223,2.7431702811189784,3.5358487769843223,2.2794638671174376
370,3.052990198135376,3.0251940795759045,3.848075638182997,2.679092080537194
371,3.540299483707973,3.547518893994383,3.8028044385908486,3.1270304198022947
372,2.5506420135498047,2.891139873395144,3.393000865865869,2.3969324414457023
373,3.471036502293178,3.556285576612544,4.114593635279772,3.322005084042325
374,2.940871613366263,3.244039304097561,3.376747931246714,2.643879868916266
375,2.62629577091762,3.077179263816876,3.4481070347462355,2.507297925993244
376,3.4432009288242886,3.111678782115197,3.725817175937324,2.7310335362096647
377,2.417263303484236,2.8969475138860004,3.751507374186169,2.589528417030406
378,2.8599233627319336,3.0515135056336327,3.733723218385274,2.719199403098992
379,2.9846265656607494,3.0977264644612106,3.729435061874762,2.6854086252912843
380,3.457665477480208,3.455941431159623,4.015267318252616,3.1400018927450626
381,2.978773696081979,3.1457578504722243,3.4541185245267427,2.6035549255366464
382,3.5012095996311734,3.485516704019944,4.042976471586613,3.196501696399213
383,3.362104722431728,3.544585758484939,4.012515371456055,3.2398187830800507
384,2.582293748855591,2.357217120343015,2.71909440751618,1.8421808194864715
385,2.3936126828193665,2.92408431702395,3.1501896594850463,2.1565384181358307
386,2.294863998889923,2.7496288910351394,3.560608199300084,2.2262399577760386
387,2.36631327867508,2.7503792204565185,2.804447073544641,1.973767777495876
